6.236203565420874728e-01,-3.148670711613803519e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.682273494362387822e-02,3.454059884177960171e-01,1.007199587828359217e+05,1.968177601387210274e+01
2.352142919229748497e+00,4.190094737835814431e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.208480371200071346e-02,5.933627943827446405e-01,1.030543232929998630e+05,2.367178296875107080e+01
1.695981825434215384e+00,3.729458358764082826e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.625018322084146760e+00,-4.990642024150020450e-01,1.026016092979015957e+05,4.272736966010901938e+01
1.295975452591109800e+00,2.322248864095611820e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.815200601975597294e-03,2.497481992139978235e-01,9.653899904693773715e+04,1.700021930299460848e+01
-3.194407867269044576e-02,3.065611478614497232e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.779890451452398992e-02,1.434919662874973856e-01,9.649249469741474604e+04,4.348248424060856365e+01
-3.201643899139205995e-02,1.587833667107173552e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.037593049671854839e+00,6.656607535765421968e-01,9.768174367744913616e+04,4.406721548834574342e+00
-3.257491634954016169e-01,1.922765645178524663e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.989593698021599799e-01,8.121741209625210622e-01,9.861074726341037604e+04,3.883992186043153794e+01
2.098528437324805651e+00,3.491956515653192872e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.106842227820724833e+00,-9.756864570452263852e-01,9.908455581408482976e+04,4.237738165273681545e+01
1.303345035229626525e+00,-2.503319911408140586e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.385353697424590358e-01,3.480398381175853206e-01,1.017969721683334501e+05,9.090882641866937064e+00
1.624217733388136686e+00,-1.057503635685952403e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.502847746935372264e-01,-8.963284017605419596e-01,9.556680432165836100e+04,2.151732661861002072e+01
-4.382465171125926595e-01,-2.787905581803977739e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.655455992668694698e-01,9.771733015471184558e-02,9.534672704226066708e+04,8.274988733182780720e+00
2.409729556485983082e+00,4.876680079966470016e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.493871861785819100e-01,-4.247345419126435928e-01,9.891910562943908735e+04,3.533020644971088586e+01
1.997327922401264999e+00,4.440593396866132636e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.625749813377643793e+00,-3.864468009557175954e-01,1.019716369213798025e+05,2.676738840308283685e+01
1.370173320348284651e-01,-4.605731886314941015e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.430185155296193500e-01,-2.940829930952868487e-01,9.693435342956482782e+04,3.176616733541604987e+01
4.547490162130185531e-02,2.055751725156884646e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.129682729100868421e+00,2.425848980992202364e-01,1.014150448125625117e+05,9.824348347810557769e+00
5.021352956030145087e-02,4.252483174156658219e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.443824104028261779e-01,-3.319000686624615781e-01,9.759828137940299348e+04,1.058729310262097556e+01
4.127267288786131694e-01,-3.194246548726664692e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.893733050353707092e-01,4.653981011805607970e-01,1.038608610881351633e+05,2.074866275495318213e+00
1.074269294896713411e+00,6.794523055262946531e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.599333382749089871e+00,-1.909452288522606178e-01,1.039568994426661666e+05,1.610337675978648520e+01
7.958350559263474011e-01,4.154882975880418439e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.127064128980419966e-01,-8.632935993800827656e-01,9.797287204281326558e+04,2.798723306668374633e+01
3.736874205941257410e-01,-4.660540214142011584e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.655158744702356355e+00,5.675196849682144773e-01,9.729993753963240306e+04,4.289674569986644315e+01
1.335558684167138299e+00,1.974202672468399200e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.853577736854201685e+00,-4.284833508145879932e-01,9.911303972066231654e+04,3.334637237293403444e+01
-8.151841804387449653e-02,-2.026509926274492335e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.240672733847367759e+00,-1.344662408014747346e-01,9.740531585180148249e+04,2.176981616998757119e+01
3.764339456056544631e-01,4.243961953765303941e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.747289848132367318e+00,3.708877664438030575e-01,1.017238384329170367e+05,4.765600571970689003e+01
5.990855298810751073e-01,4.710582451653677616e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.909684828559049308e-01,-3.350876857025759659e-01,1.032606468454828573e+05,3.596226002879159012e+01
8.682099526511077858e-01,4.442664891134339156e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.751732762966455859e-01,-8.868286877065687523e-01,1.017309213091121637e+05,4.650826014312750090e+01
1.855527884179040576e+00,-2.578578334253622817e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.063116384820464333e-02,-2.521579059743728202e-01,1.032435044724934996e+05,2.637939866360828489e+01
9.902134647507920828e-02,3.620426509893134304e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.923283859922919170e+00,8.888971653886068580e-01,9.896992162207474757e+04,1.294521373965697997e+01
1.042703315240834705e+00,3.445493985350703836e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.925188361988986685e+00,2.834687945971163803e-01,9.656316970708861481e+04,2.641334318236099321e+00
1.277243706586127292e+00,-1.808995267567443666e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.612024977699123340e-02,3.429582973344138530e-01,1.023795094739759224e+05,3.630424257419252143e+01
-3.606487618400068262e-01,3.289154741506773449e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.616698405896297874e+00,2.645643072752796865e-01,9.860474505141553527e+04,6.065149900276706418e+00
1.322634555704315096e+00,-4.629923652845073789e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.076094689610394894e-01,-6.020157220811264143e-01,1.017127082522913261e+05,1.513875641359835811e+01
